AN,39.0
AP,39.6
AR,38.3
BR,39.8
CG,41.5
CH,40.1
DD,49.2
DL,40.1
DN,44.0
GA,45.7
GJ,39.2
HP,37.8
HR,40.8
JH,41.6
JK,39.2
KA,38.2
KL,45.5
MG,35.5
MH,42.4
MN,42.3
MP,45.3
MZ,41.8
NG,38.4
OR,38.8
PB,41.5
PY,36.0
RJ,43.4
SK,39.9
TN,36.8
TR,45.2
UK,38.8
UP,46.7
WB,53.1
