AN,37.4
AP,36.8
AR,38.6
BR,41.9
CG,41.3
CH,39.3
DD,47.9
DL,38.4
DN,44.3
GA,41.5
GJ,38.8
HP,37.2
HR,41.3
JH,43.7
JK,37.4
KA,37.9
KL,41.0
MG,34.4
MH,43.1
MN,43.3
MP,46.8
MZ,38.6
NG,37.8
OR,39.7
PB,40.6
PY,34.3
RJ,41.4
SK,41.2
TN,36.9
TR,45.5
UK,38.5
UP,49.2
WB,43.1
