,State,Maths %,Science %
7448,AP,1.85,10.91
6426,AP,1.85,17.95
3506,AP,1.85,14.43
2668,AP,1.85,52.73
6229,AP,1.91,52.73
3982,AP,1.97,52.73
1453,AP,2.03,52.73
6423,AP,2.08,51.85
2781,AP,2.14,51.85
2780,AP,2.2,50.91
4071,AP,2.26,50.91
3305,AP,2.32,50.91
6894,AP,2.37,50.91
2784,AP,2.43,50.91
6411,AP,2.49,50.91
4737,AP,2.55,50.91
375,AP,2.61,50.91
3905,AP,2.66,50.0
6514,AP,2.72,50.0
4922,AP,2.78,50.0
6351,AP,2.84,50.0
5990,AP,2.9,50.0
6397,AP,2.95,50.0
5268,AP,3.01,50.0
6676,AP,3.07,49.09
386,AP,3.13,49.09
3859,AP,3.19,49.09
1548,AP,3.24,49.09
2577,AP,3.3,49.09
6763,AP,3.36,49.09
1995,AP,3.42,48.15
2435,AP,3.47,48.15
5736,AP,3.53,48.15
6649,AP,3.59,48.15
3847,AP,3.65,48.15
6453,AP,3.7,13.45
7460,AP,3.7,18.52
6251,AP,3.7,15.98
1983,AP,3.71,48.15
353,AP,3.76,48.15
3718,AP,3.82,47.27
3564,AP,3.88,47.27
4156,AP,3.94,47.27
6787,AP,4.0,47.27
5347,AP,4.05,47.27
2776,AP,4.11,47.27
5658,AP,4.17,47.27
3479,AP,4.23,47.27
2011,AP,4.29,46.3
5234,AP,4.34,46.3
494,AP,4.4,46.3
6893,AP,4.46,46.3
2713,AP,4.52,46.3
1896,AP,4.58,46.3
2785,AP,4.63,46.3
4712,AP,4.69,46.3
3530,AP,4.75,46.3
4211,AP,4.81,46.3
5804,AP,4.86,46.3
5621,AP,4.92,46.3
4700,AP,4.98,46.3
499,AP,5.04,46.3
5470,AP,5.1,46.3
2578,AP,5.15,46.3
423,AP,5.21,46.3
6756,AP,5.27,46.3
5921,AP,5.33,45.45
3661,AP,5.39,45.45
2764,AP,5.44,45.45
3978,AP,5.5,45.45
5512,AP,5.56,45.45
1575,AP,5.56,21.62
3478,AP,5.56,24.72
5683,AP,5.62,45.45
4067,AP,5.68,45.45
3299,AP,5.73,44.44
4934,AP,5.79,44.44
5119,AP,5.85,44.44
3872,AP,5.91,44.44
4815,AP,5.97,44.44
1248,AP,6.02,44.44
3004,AP,6.08,44.44
5466,AP,6.14,44.44
3512,AP,6.2,44.44
5172,AP,6.25,44.44
4684,AP,6.31,44.44
4210,AP,6.37,43.64
6906,AP,6.43,43.64
2002,AP,6.49,43.64
109,AP,6.54,43.64
4937,AP,6.6,43.64
3678,AP,6.66,43.64
25,AP,6.72,43.64
5636,AP,6.78,43.64
2922,AP,6.83,43.64
2712,AP,6.89,43.64
3647,AP,6.95,43.64
5778,AP,7.01,43.64
4835,AP,7.07,43.64
5792,AP,7.12,43.64
5719,AP,7.18,43.64
3533,AP,7.24,43.64
3757,AP,7.3,43.64
1672,AP,7.35,43.64
4518,AP,7.41,27.81
3266,AP,7.41,30.91
3639,AP,7.41,43.64
4517,AP,7.47,42.59
168,AP,7.53,42.59
123,AP,7.59,42.59
4914,AP,7.64,42.59
5051,AP,7.7,42.59
4826,AP,7.76,42.59
6653,AP,7.82,42.59
4072,AP,7.88,42.59
3963,AP,7.93,42.59
6669,AP,7.99,42.59
3628,AP,8.05,42.59
2719,AP,8.11,42.59
5848,AP,8.17,42.59
870,AP,8.22,42.59
5154,AP,8.28,42.59
4960,AP,8.34,42.59
4940,AP,8.4,42.59
2622,AP,8.46,41.82
2010,AP,8.51,41.82
6354,AP,8.57,41.82
883,AP,8.63,41.82
2709,AP,8.69,41.82
2715,AP,8.74,41.82
2224,AP,8.8,41.82
5585,AP,8.86,41.82
4520,AP,8.92,41.82
6539,AP,8.98,41.82
3511,AP,9.03,41.82
5641,AP,9.09,40.74
6673,AP,9.15,40.74
2544,AP,9.21,40.74
5379,AP,9.26,11.37
7510,AP,9.26,12.05
4588,AP,9.26,24.85
2131,AP,9.26,12.73
6983,AP,9.26,18.79
6510,AP,9.27,40.74
3767,AP,9.32,40.74
2003,AP,9.38,40.74
3792,AP,9.44,40.74
6339,AP,9.5,40.74
4227,AP,9.56,40.74
6608,AP,9.61,40.74
3648,AP,9.67,40.74
3468,AP,9.73,40.74
2019,AP,9.79,40.74
4174,AP,9.85,40.74
3913,AP,9.9,40.74
2765,AP,9.96,40.74
1553,AP,10.02,40.74
1346,AP,10.08,40.74
4012,AP,10.13,40.74
3550,AP,10.19,40.74
3607,AP,10.25,40.74
2409,AP,10.31,40.74
4587,AP,10.37,40.74
4688,AP,10.42,40.74
2023,AP,10.48,40.74
5922,AP,10.54,40.0
6008,AP,10.6,40.0
4512,AP,10.66,40.0
116,AP,10.71,40.0
6583,AP,10.77,40.0
3682,AP,10.83,40.0
3863,AP,10.89,40.0
2999,AP,10.95,40.0
2927,AP,11.0,40.0
1227,AP,11.06,40.0
3688,AP,11.11,10.69
2679,AP,11.11,10.01
7209,AP,11.11,30.37
6811,AP,11.11,7.97
6606,AP,11.11,8.65
6508,AP,11.11,9.33
1133,AP,11.11,32.6
313,AP,11.11,7.29
5646,AP,11.11,5.93
2884,AP,11.11,6.61
1124,AP,11.11,34.82
4521,AP,11.11,37.04
2670,AP,11.11,5.25
1727,AP,11.11,4.57
5615,AP,11.11,3.89
5279,AP,11.11,30.91
438,AP,11.11,12.96
6427,AP,11.11,3.21
1622,AP,11.11,7.41
1614,AP,11.11,1.85
877,AP,11.11,2.53
369,AP,11.12,40.0
147,AP,11.18,40.0
4559,AP,11.24,40.0
2211,AP,11.29,40.0
725,AP,11.35,40.0
6755,AP,11.41,40.0
6563,AP,11.47,40.0
6403,AP,11.52,40.0
4028,AP,11.58,40.0
3475,AP,11.64,40.0
4839,AP,11.7,40.0
3088,AP,11.76,40.0
2157,AP,11.81,40.0
5793,AP,11.87,40.0
1292,AP,11.93,40.0
1052,AP,11.99,40.0
140,AP,12.05,40.0
6070,AP,12.1,40.0
495,AP,12.16,38.89
4560,AP,12.22,38.89
121,AP,12.28,38.89
372,AP,12.34,38.89
6548,AP,12.39,38.89
3687,AP,12.45,38.89
3683,AP,12.51,38.89
1900,AP,12.57,38.89
158,AP,12.63,38.89
5567,AP,12.68,38.89
3476,AP,12.74,38.89
6905,AP,12.8,38.89
6604,AP,12.86,38.89
5864,AP,12.91,38.89
4998,AP,12.96,28.15
7352,AP,12.96,33.63
6817,AP,12.96,25.0
6675,AP,12.96,25.31
4446,AP,12.96,25.62
1106,AP,12.96,25.93
7571,AP,12.96,33.93
5105,AP,12.96,24.69
5278,AP,12.96,23.77
4224,AP,12.96,24.08
3862,AP,12.96,24.39
3020,AP,12.96,23.15
1428,AP,12.96,23.46
7443,AP,12.96,34.24
6509,AP,12.96,22.53
5206,AP,12.96,22.84
4454,AP,12.96,22.22
1752,AP,12.96,34.55
5716,AP,12.96,21.91
5749,AP,12.96,21.61
4189,AP,12.96,30.91
4612,AP,12.96,20.68
4586,AP,12.96,20.99
4544,AP,12.96,21.3
4109,AP,12.96,18.18
4104,AP,12.96,12.96
1103,AP,12.96,20.37
2773,AP,12.97,38.89
2769,AP,13.03,38.89
200,AP,13.09,38.89
5070,AP,13.15,38.89
3492,AP,13.2,38.89
3376,AP,13.26,38.89
391,AP,13.32,38.89
3967,AP,13.38,38.89
1722,AP,13.44,38.89
5803,AP,13.49,38.89
6726,AP,13.55,38.89
4033,AP,13.61,38.89
2526,AP,13.67,38.89
4314,AP,13.73,38.89
4016,AP,13.78,38.89
1048,AP,13.84,38.18
2696,AP,13.9,38.18
4917,AP,13.96,38.18
1425,AP,14.01,38.18
6911,AP,14.07,38.18
6207,AP,14.13,38.18
5616,AP,14.19,38.18
4879,AP,14.25,38.18
2652,AP,14.3,38.18
6230,AP,14.36,38.18
2421,AP,14.42,38.18
1245,AP,14.48,38.18
6898,AP,14.54,38.18
2676,AP,14.59,38.18
2424,AP,14.65,38.18
6607,AP,14.71,38.18
6333,AP,14.77,38.18
1901,AP,14.81,33.32
7688,AP,14.81,33.68
6221,AP,14.81,32.7
3115,AP,14.81,33.01
7695,AP,14.81,33.66
5443,AP,14.81,33.64
6598,AP,14.81,31.47
4111,AP,14.81,31.78
2052,AP,14.81,32.09
1706,AP,14.81,32.4
4139,AP,14.81,33.62
5386,AP,14.81,33.6
6841,AP,14.81,30.55
6786,AP,14.81,30.86
4380,AP,14.81,31.16
1001,AP,14.81,33.58
1203,AP,14.81,30.24
7562,AP,14.81,33.56
4523,AP,14.81,29.63
1890,AP,14.81,29.93
2273,AP,14.81,33.54
6601,AP,14.81,29.01
1012,AP,14.81,29.32
7561,AP,14.81,33.52
2218,AP,14.81,33.5
6144,AP,14.81,28.7
2285,AP,14.81,33.47
6049,AP,14.81,28.09
3552,AP,14.81,28.4
1120,AP,14.81,33.45
6349,AP,14.81,25.46
4287,AP,14.81,25.93
3739,AP,14.81,26.39
3601,AP,14.81,26.85
1031,AP,14.81,27.32
1104,AP,14.81,27.78
7505,AP,14.81,33.43
837,AP,14.81,33.41
5161,AP,14.81,24.08
4332,AP,14.81,24.54
1222,AP,14.81,25.0
2602,AP,14.81,33.39
6443,AP,14.81,23.15
420,AP,14.81,23.61
7073,AP,14.81,33.37
5162,AP,14.81,22.22
2323,AP,14.81,22.69
7457,AP,14.81,33.35
5659,AP,14.81,33.33
3348,AP,14.81,29.09
3477,AP,14.81,21.76
2225,AP,14.81,24.07
6007,AP,14.81,21.3
1190,AP,14.81,22.22
3345,AP,14.81,20.37
2682,AP,14.81,20.83
4687,AP,14.83,38.18
4222,AP,14.88,38.18
3280,AP,14.94,38.18
2772,AP,15.0,38.18
352,AP,15.06,38.18
5794,AP,15.12,38.18
5923,AP,15.17,38.18
3089,AP,15.23,38.18
6350,AP,15.29,38.18
4655,AP,15.35,38.18
4293,AP,15.4,38.18
2434,AP,15.46,38.18
2208,AP,15.52,38.18
2614,AP,15.58,38.18
1429,AP,15.64,38.18
5790,AP,15.69,38.18
1966,AP,15.75,38.18
1924,AP,15.81,37.04
5230,AP,15.87,37.04
6665,AP,15.93,37.04
2777,AP,15.98,37.04
6285,AP,16.04,37.04
3662,AP,16.1,37.04
2015,AP,16.16,37.04
6090,AP,16.22,37.04
1920,AP,16.27,37.04
300,AP,16.33,37.04
3568,AP,16.39,37.04
6616,AP,16.45,37.04
6518,AP,16.51,37.04
5860,AP,16.56,37.04
1018,AP,16.62,37.04
7201,AP,16.67,34.28
1427,AP,16.67,33.7
7024,AP,16.67,33.72
7204,AP,16.67,34.54
936,AP,16.67,33.74
1719,AP,16.67,33.76
3126,AP,16.67,33.78
2129,AP,16.67,34.8
2714,AP,16.67,33.81
2991,AP,16.67,33.83
6614,AP,16.67,33.85
7565,AP,16.67,35.06
929,AP,16.67,33.87
1054,AP,16.67,33.89
3470,AP,16.67,33.91
6145,AP,16.67,33.93
6515,AP,16.67,33.95
6593,AP,16.67,33.97
4554,AP,16.67,33.99
6667,AP,16.67,34.01
7163,AP,16.67,35.32
6825,AP,16.67,34.03
1121,AP,16.67,35.58
1627,AP,16.67,34.05
3450,AP,16.67,34.07
3473,AP,16.67,34.1
3911,AP,16.67,34.12
4719,AP,16.67,34.14
5318,AP,16.67,34.16
5321,AP,16.67,34.18
177,AP,16.67,34.2
2309,AP,16.67,34.22
3858,AP,16.67,34.24
6321,AP,16.67,34.26
1391,AP,16.67,35.84
367,AP,16.67,34.28
3465,AP,16.67,34.3
3841,AP,16.67,34.32
4065,AP,16.67,34.34
5963,AP,16.67,34.36
2294,AP,16.67,36.1
1984,AP,16.67,34.38
6516,AP,16.67,34.41
5481,AP,16.67,36.36
6620,AP,16.67,34.43
2158,AP,16.67,29.63
425,AP,16.67,34.45
2674,AP,16.67,34.47
4970,AP,16.67,34.49
5862,AP,16.67,34.51
6582,AP,16.67,34.53
4569,AP,16.67,28.93
796,AP,16.67,31.74
7715,AP,16.67,34.55
4987,AP,16.67,22.22
4438,AP,16.67,26.12
5269,AP,16.67,21.82
3646,AP,16.67,23.31
3016,AP,16.67,20.5
1715,AP,16.67,14.81
6361,AP,16.67,14.88
1016,AP,16.67,17.69
5663,AP,16.67,9.26
4333,AP,16.67,12.07
6073,AP,16.68,37.04
6722,AP,16.74,37.04
4556,AP,16.79,37.04
2557,AP,16.85,37.04
2315,AP,16.91,37.04
6198,AP,16.97,37.04
5039,AP,17.03,37.04
2425,AP,17.08,37.04
2201,AP,17.14,37.04
6969,AP,17.2,37.04
3979,AP,17.26,37.04
2904,AP,17.32,37.04
2672,AP,17.37,37.04
2205,AP,17.43,37.04
4113,AP,17.49,37.04
3971,AP,17.55,37.04
1730,AP,17.61,37.04
1173,AP,17.66,37.04
859,AP,17.72,37.04
108,AP,17.78,37.04
6792,AP,17.84,37.04
4812,AP,17.9,37.04
1928,AP,17.95,37.04
3867,AP,18.01,36.36
686,AP,18.07,36.36
3366,AP,18.13,36.36
222,AP,18.18,36.36
6903,AP,18.24,36.36
5092,AP,18.3,36.36
4663,AP,18.36,36.36
4563,AP,18.42,36.36
3523,AP,18.47,36.36
4623,AP,18.52,34.02
6627,AP,18.52,33.76
7508,AP,18.52,47.62
6512,AP,18.52,33.51
7504,AP,18.52,48.12
2056,AP,18.52,32.99
804,AP,18.52,33.25
838,AP,18.52,48.61
7000,AP,18.52,31.69
6766,AP,18.52,31.95
3791,AP,18.52,32.21
3626,AP,18.52,32.47
3551,AP,18.52,32.73
2291,AP,18.52,49.11
1140,AP,18.52,49.61
6635,AP,18.52,31.17
5124,AP,18.52,31.43
7069,AP,18.52,50.1
6312,AP,18.52,29.23
4645,AP,18.52,29.79
3389,AP,18.52,30.35
1102,AP,18.52,30.91
1270,AP,18.52,50.6
6562,AP,18.52,27.0
5655,AP,18.52,27.56
4701,AP,18.52,28.12
2898,AP,18.52,28.67
7713,AP,18.52,51.09
7533,AP,18.52,51.59
7452,AP,18.52,23.65
5959,AP,18.52,24.2
4066,AP,18.52,24.76
3865,AP,18.52,25.32
2209,AP,18.52,25.88
1017,AP,18.52,26.44
7502,AP,18.52,52.09
6822,AP,18.52,21.41
5553,AP,18.52,21.97
1204,AP,18.52,22.53
170,AP,18.52,23.09
7507,AP,18.52,52.58
6867,AP,18.52,19.73
5231,AP,18.52,20.29
1444,AP,18.52,20.85
1141,AP,18.52,53.08
6356,AP,18.52,15.26
4562,AP,18.52,15.82
4451,AP,18.52,16.38
2401,AP,18.52,16.94
1713,AP,18.52,17.5
1192,AP,18.52,18.06
994,AP,18.52,18.62
174,AP,18.52,19.17
5384,AP,18.52,53.58
7380,AP,18.52,54.07
3217,AP,18.52,13.59
2466,AP,18.52,14.14
2206,AP,18.52,14.7
2731,AP,18.52,54.57
6674,AP,18.52,10.79
5190,AP,18.52,11.35
2326,AP,18.52,11.91
1200,AP,18.52,12.47
351,AP,18.52,13.03
7711,AP,18.52,55.06
5472,AP,18.52,9.12
4982,AP,18.52,9.67
866,AP,18.52,10.23
7119,AP,18.52,55.56
567,AP,18.52,40.74
7009,AP,18.52,6.32
5639,AP,18.52,6.88
4553,AP,18.52,7.44
3604,AP,18.52,8.0
1579,AP,18.52,8.56
1511,AP,18.52,40.0
6982,AP,18.52,4.64
3759,AP,18.52,5.2
3510,AP,18.52,5.76
5750,AP,18.52,33.33
2267,AP,18.52,4.09
5942,AP,18.52,32.73
2783,AP,18.52,3.53
4136,AP,18.52,27.27
6790,AP,18.52,25.93
4814,AP,18.52,23.64
1142,AP,18.52,18.18
3773,AP,18.52,2.97
1633,AP,18.52,1.85
5955,AP,18.52,2.41
4883,AP,18.53,36.36
344,AP,18.59,36.36
4733,AP,18.65,36.36
4230,AP,18.71,36.36
3369,AP,18.76,36.36
878,AP,18.82,36.36
6579,AP,18.88,36.36
208,AP,18.94,36.36
6603,AP,19.0,36.36
5720,AP,19.05,36.36
4901,AP,19.11,36.36
4699,AP,19.17,36.36
3491,AP,19.23,36.36
3583,AP,19.29,36.36
440,AP,19.34,36.36
355,AP,19.4,36.36
735,AP,19.46,36.36
6902,AP,19.52,36.36
6205,AP,19.57,36.36
3507,AP,19.63,36.36
723,AP,19.69,36.36
76,AP,19.75,36.36
4745,AP,19.81,36.36
1962,AP,19.86,36.36
6988,AP,19.92,36.36
5166,AP,19.98,36.36
6020,AP,20.04,35.19
3452,AP,20.1,35.19
2055,AP,20.15,35.19
279,AP,20.21,35.19
6206,AP,20.27,35.19
6901,AP,20.33,35.19
6369,AP,20.37,46.63
1619,AP,20.37,47.12
1424,AP,20.37,46.13
7698,AP,20.37,51.79
5108,AP,20.37,45.64
853,AP,20.37,51.42
3257,AP,20.37,51.05
2268,AP,20.37,50.68
7680,AP,20.37,50.31
6574,AP,20.37,44.64
1223,AP,20.37,45.14
7302,AP,20.37,49.94
1267,AP,20.37,49.57
6824,AP,20.37,40.67
5004,AP,20.37,41.17
4589,AP,20.37,41.67
4229,AP,20.37,42.16
2540,AP,20.37,42.66
1989,AP,20.37,43.15
439,AP,20.37,43.65
4288,AP,20.37,44.15
7570,AP,20.37,49.2
1758,AP,20.37,48.83
6370,AP,20.37,37.2
6315,AP,20.37,37.7
5005,AP,20.37,38.19
4893,AP,20.37,38.69
3961,AP,20.37,39.19
231,AP,20.37,39.68
115,AP,20.37,40.18
2264,AP,20.37,48.45
2241,AP,20.37,48.08
6253,AP,20.37,34.22
4519,AP,20.37,34.72
3593,AP,20.37,35.22
2313,AP,20.37,35.71
1187,AP,20.37,36.21
861,AP,20.37,36.7
7708,AP,20.37,47.71
1271,AP,20.37,47.34
6419,AP,20.37,29.76
5539,AP,20.37,30.25
4213,AP,20.37,30.75
3596,AP,20.37,31.25
2539,AP,20.37,31.74
1702,AP,20.37,32.24
1006,AP,20.37,32.73
862,AP,20.37,33.23
173,AP,20.37,33.73
755,AP,20.37,46.97
6866,AP,20.37,25.79
6619,AP,20.37,26.28
4447,AP,20.37,26.78
3127,AP,20.37,27.28
3009,AP,20.37,27.77
1893,AP,20.37,28.27
1531,AP,20.37,28.77
424,AP,20.37,29.26
7679,AP,20.37,46.6
2724,AP,20.37,46.23
7008,AP,20.37,20.83
5313,AP,20.37,21.32
5232,AP,20.37,21.82
4886,AP,20.37,22.31
4375,AP,20.37,22.81
3324,AP,20.37,23.31
3316,AP,20.37,23.8
3001,AP,20.37,24.3
1902,AP,20.37,24.8
1489,AP,20.37,25.29
7568,AP,20.37,45.86
5405,AP,20.37,45.49
6252,AP,20.37,18.34
6222,AP,20.37,18.84
6183,AP,20.37,19.34
2316,AP,20.37,19.83
1183,AP,20.37,20.33
7563,AP,20.37,45.12
7588,AP,20.37,44.75
6545,AP,20.37,16.86
1882,AP,20.37,17.35
285,AP,20.37,17.85
854,AP,20.37,44.38
226,AP,20.37,44.01
1842,AP,20.37,16.36
4341,AP,20.37,18.45
4873,AP,20.37,20.54
2744,AP,20.37,43.64
5174,AP,20.37,40.0
120,AP,20.37,22.64
2226,AP,20.37,24.73
3527,AP,20.37,26.82
3774,AP,20.37,28.91
6769,AP,20.37,31.01
5969,AP,20.37,36.36
2517,AP,20.37,34.55
6177,AP,20.37,33.1
5054,AP,20.37,32.73
1876,AP,20.37,35.19
3321,AP,20.37,36.88
4345,AP,20.37,38.57
4751,AP,20.37,40.26
6617,AP,20.37,41.95
1349,AP,20.37,31.48
7712,AP,20.37,27.78
298,AP,20.37,34.77
201,AP,20.37,37.73
1988,AP,20.37,40.68
7389,AP,20.37,43.64
0,AP,20.37,27.78
68,AP,20.37,24.07
4442,AP,20.37,28.85
3566,AP,20.37,31.81
2885,AP,20.37,23.64
2608,AP,20.37,23.64
4062,AP,20.37,22.94
3540,AP,20.37,25.9
3357,AP,20.37,22.22
1549,AP,20.37,20.37
5873,AP,20.37,19.98
2525,AP,20.37,18.18
2139,AP,20.37,18.18
1061,AP,20.37,12.96
1618,AP,20.37,12.96
4070,AP,20.37,17.02
5270,AP,20.37,11.11
5643,AP,20.37,14.07
4774,AP,20.39,35.19
4734,AP,20.44,35.19
2404,AP,20.5,35.19
1434,AP,20.56,35.19
1283,AP,20.62,35.19
6596,AP,20.67,35.19
5123,AP,20.73,35.19
4902,AP,20.79,35.19
6895,AP,20.85,35.19
6428,AP,20.91,35.19
5734,AP,20.96,35.19
4453,AP,21.02,35.19
4215,AP,21.08,35.19
5777,AP,21.14,35.19
5872,AP,21.2,35.19
2561,AP,21.25,35.19
4660,AP,21.31,35.19
4029,AP,21.37,35.19
5580,AP,21.43,35.19
4457,AP,21.49,35.19
3520,AP,21.54,35.19
4601,AP,21.6,35.19
4020,AP,21.66,35.19
1987,AP,21.72,35.19
6985,AP,21.78,35.19
4024,AP,21.83,35.19
258,AP,21.89,35.19
3669,AP,21.95,34.55
149,AP,22.01,34.55
2018,AP,22.06,34.55
3948,AP,22.12,34.55
3944,AP,22.18,34.55
7200,AP,22.22,54.22
3108,AP,22.22,52.16
5456,AP,22.22,52.53
7445,AP,22.22,54.45
7210,AP,22.22,54.68
2327,AP,22.22,52.9
7681,AP,22.22,54.91
7687,AP,22.22,55.14
160,AP,22.22,53.27
443,AP,22.22,53.64
496,AP,22.22,54.01
1181,AP,22.22,54.38
4800,AP,22.22,54.75
7682,AP,22.22,55.37
69,AP,22.22,55.12
1964,AP,22.22,55.49
3844,AP,22.22,55.86
4031,AP,22.22,56.23
4459,AP,22.22,56.6
6365,AP,22.22,56.97
7694,AP,22.22,55.59
5404,AP,22.22,55.82
933,AP,22.22,57.34
2559,AP,22.22,57.71
3462,AP,22.22,58.08
4217,AP,22.22,58.45
5653,AP,22.22,58.83
6554,AP,22.22,59.2
2743,AP,22.22,56.05
1387,AP,22.22,56.28
1226,AP,22.22,59.57
2695,AP,22.22,59.94
2870,AP,22.22,60.31
3474,AP,22.22,60.68
3663,AP,22.22,61.05
4027,AP,22.22,61.42
4557,AP,22.22,61.79
5556,AP,22.22,62.16
5787,AP,22.22,62.53
6978,AP,22.22,62.9
7455,AP,22.22,63.27
7709,AP,22.22,56.51
7503,AP,22.22,56.74
7005,AP,22.22,59.09
6413,AP,22.22,60.0
6324,AP,22.22,60.91
5103,AP,22.22,61.82
953,AP,22.22,62.73
5148,AP,22.22,63.64
7569,AP,22.22,56.97
6819,AP,22.22,55.46
6212,AP,22.22,56.37
4885,AP,22.22,57.28
357,AP,22.22,58.19
7567,AP,22.22,57.2
7156,AP,22.22,57.43
6211,AP,22.22,51.82
2151,AP,22.22,52.73
2138,AP,22.22,53.64
221,AP,22.22,54.55
2237,AP,22.22,57.66
5419,AP,22.22,57.89
6590,AP,22.22,40.91
6537,AP,22.22,41.82
5236,AP,22.22,42.73
4291,AP,22.22,43.64
4184,AP,22.22,44.55
3870,AP,22.22,45.46
3769,AP,22.22,46.37
3209,AP,22.22,47.28
2994,AP,22.22,48.18
924,AP,22.22,49.09
264,AP,22.22,50.0
263,AP,22.22,50.91
5403,AP,22.22,58.11
184,AP,22.22,58.34
6092,AP,22.22,36.37
5552,AP,22.22,37.27
5480,AP,22.22,38.18
3840,AP,22.22,39.09
2892,AP,22.22,40.0
5382,AP,22.22,58.57
6322,AP,22.22,32.73
4889,AP,22.22,33.64
4232,AP,22.22,34.55
78,AP,22.22,35.46
5422,AP,22.22,58.8
1125,AP,22.22,59.03
6318,AP,22.22,30.0
3973,AP,22.22,30.91
3015,AP,22.22,31.82
7663,AP,22.22,59.26
2732,AP,22.22,54.55
7048,AP,22.22,24.55
6770,AP,22.22,25.46
4838,AP,22.22,26.37
4439,AP,22.22,27.27
3282,AP,22.22,28.18
2650,AP,22.22,29.09
2227,AP,22.22,41.82
118,AP,22.22,41.82
6636,AP,22.22,20.0
6519,AP,22.22,20.91
5647,AP,22.22,21.82
5013,AP,22.22,22.73
948,AP,22.22,23.64
2741,AP,22.22,38.18
6376,AP,22.22,13.64
5689,AP,22.22,14.55
5194,AP,22.22,15.46
4715,AP,22.22,16.36
4450,AP,22.22,17.27
3625,AP,22.22,18.18
2021,AP,22.22,19.09
5951,AP,22.22,34.55
1060,AP,22.22,32.73
6605,AP,22.22,9.09
6546,AP,22.22,10.0
4890,AP,22.22,10.91
3677,AP,22.22,11.82
3649,AP,22.22,12.73
1050,AP,22.22,30.91
2653,AP,22.22,25.93
4026,AP,22.22,8.18
3356,AP,22.22,23.64
4799,AP,22.22,22.22
225,AP,22.22,7.27
4983,AP,22.22,21.82
4565,AP,22.22,4.55
3660,AP,22.22,5.45
2906,AP,22.22,6.36
2705,AP,22.22,20.0
4140,AP,22.22,18.52
3276,AP,22.22,2.73
2667,AP,22.22,3.64
5462,AP,22.22,18.18
5034,AP,22.22,11.11
800,AP,22.22,1.82
31,AP,22.22,0.0
5266,AP,22.22,0.91
1421,AP,22.24,34.55
4052,AP,22.3,34.55
3495,AP,22.35,34.55
3208,AP,22.41,34.55
2467,AP,22.47,34.55
6199,AP,22.53,34.55
2907,AP,22.59,34.55
1007,AP,22.64,34.55
105,AP,22.7,34.55
6142,AP,22.76,34.55
3590,AP,22.82,34.55
1437,AP,22.88,34.55
5542,AP,22.93,34.55
2317,AP,22.99,34.55
5691,AP,23.05,34.55
3871,AP,23.11,34.55
3483,AP,23.17,34.55
5509,AP,23.22,34.55
6454,AP,23.28,33.33
4938,AP,23.34,33.33
5242,AP,23.4,33.33
52,AP,23.45,33.33
6506,AP,23.51,33.33
220,AP,23.57,33.33
3691,AP,23.63,33.33
939,AP,23.69,33.33
6368,AP,23.74,33.33
1916,AP,23.8,33.33
106,AP,23.86,33.33
6909,AP,23.92,33.33
6420,AP,23.98,33.33
6377,AP,24.03,33.33
7019,AP,24.07,53.99
6578,AP,24.07,53.3
6265,AP,24.07,53.53
2900,AP,24.07,53.76
7203,AP,24.07,38.2
4697,AP,24.07,52.62
2048,AP,24.07,52.85
1623,AP,24.07,53.08
7441,AP,24.07,39.19
7693,AP,24.07,40.18
6929,AP,24.07,51.7
6863,AP,24.07,51.93
4114,AP,24.07,52.16
2427,AP,24.07,52.39
1674,AP,24.07,41.18
7298,AP,24.07,42.17
7020,AP,24.07,50.33
6871,AP,24.07,50.56
4379,AP,24.07,50.78
1894,AP,24.07,51.01
995,AP,24.07,51.24
880,AP,24.07,51.47
7564,AP,24.07,43.16
2244,AP,24.07,44.15
7001,AP,24.07,48.95
6823,AP,24.07,49.18
6813,AP,24.07,49.41
6414,AP,24.07,49.64
5459,AP,24.07,49.87
227,AP,24.07,50.1
1274,AP,24.07,45.14
833,AP,24.07,46.13
6724,AP,24.07,46.66
6213,AP,24.07,46.89
5800,AP,24.07,47.12
3902,AP,24.07,47.35
3736,AP,24.07,47.58
3597,AP,24.07,47.81
2499,AP,24.07,48.04
1762,AP,24.07,48.26
860,AP,24.07,48.49
722,AP,24.07,48.72
5406,AP,24.07,47.12
1161,AP,24.07,48.11
6979,AP,24.07,45.06
6628,AP,24.07,45.29
4336,AP,24.07,45.52
3684,AP,24.07,45.74
1518,AP,24.07,45.97
1456,AP,24.07,46.2
928,AP,24.07,46.43
5400,AP,24.07,49.1
6728,AP,24.07,43.91
6375,AP,24.07,44.14
6003,AP,24.07,44.37
5522,AP,24.07,44.6
4613,AP,24.07,44.83
1166,AP,24.07,50.09
7566,AP,24.07,51.08
6970,AP,24.07,41.16
6630,AP,24.07,41.39
6316,AP,24.07,41.62
5717,AP,24.07,41.85
5468,AP,24.07,42.08
5464,AP,24.07,42.31
5098,AP,24.07,42.54
4736,AP,24.07,42.77
3461,AP,24.07,43.0
563,AP,24.07,43.22
388,AP,24.07,43.45
259,AP,24.07,43.68
826,AP,24.07,52.07
2282,AP,24.07,53.06
6523,AP,24.07,39.33
6175,AP,24.07,39.56
3914,AP,24.07,39.79
2998,AP,24.07,40.02
2576,AP,24.07,40.25
1638,AP,24.07,40.48
389,AP,24.07,40.71
219,AP,24.07,40.93
2249,AP,24.07,54.06
5442,AP,24.07,55.05
